           1   2.88668156    
 0.4180810	 0.14472722
 0.1489768	 0.05172763
 0.0462663	 0.01591675
 0.0054750	 0.00188996
-0.0705189	-0.05326337
-0.1028454	-0.06438234
 0.0765791	 0.05537155
 0.3251105	 0.14144805
 0.3256763	 0.14177671
 0.4660389	 0.20100288
 0.0202071	 0.01736481
 0.0753897	 0.02917007
 0.0093741	 0.00637209
 0.0669840	 0.02629034
 0.0179251	 0.00657118
-0.1060376	-0.08878201
-0.0432358	-0.04323583
 0.0021018	-0.02751718
-0.1482129	-0.14821286
-0.2957006	-0.19933993
 0.0433803	 0.04338026
 0.1049770	 0.10497703
 0.0615968	 0.06159678
 0.0615968	 0.06159678
 0.0615968	 0.06159678
 0.0681610	 0.06388380
-0.0740073	-0.06592052
-0.0134180	-0.01041592
-0.0243360	-0.01940977
-0.0567696	-0.02094316
 0.0610245	 0.06102454
 0.0615968	 0.06159678
-0.0213859	-0.02021670
 0.0202170	 0.02021705
 0.0202170	 0.02021705
-0.0142115	-0.01421153
-0.0150102	-0.01234023
 0.1480950	 0.14234547
-0.0058458	-0.00584580
-0.0037290	-0.00372901
 0.0096211	 0.00962106
 0.0287476	 0.03851446
 0.0000000	 0.00116916
-0.0488345	-0.00901643
 0.2726837	 0.17456660
 0.0894958	 0.06757688
-0.1791324	-0.16881044
 0.1150504	 0.11505037
 0.0862778	 0.08627783
 0.0233168	 0.02331678
-0.0534536	-0.05345360
-0.0534536	-0.05345360
-0.0516097	-0.05160968
Max_Eigen_Value for 'Caribbean_2024(1)' =  MEV =   2.39443016     MD-F =  0.417635888    
